date;time;station;component_1;component_2;component_3;component_4;component_5;component_6;component_7;component_8;component_9
2026-04-24;03:00;EST-01;19,81;34,04;16,72;19,45;69,79;0,18;3,87;1,65;42
2026-04-24;04:00;EST-01;20,25;38,87;14,62;26,72;60,3;0,32;3,48;2,05;199,5
2026-04-24;05:00;EST-01;20,89;34,82;9,98;0,75;58,41;0,395;4,6;3,67;79
2026-04-24;06:00;EST-01;14,35;33,01;;;47,08;0,523;1,62;3,83;114,8
2026-04-24;07:00;EST-01;25,34;;17,2;20,66;;0,678;3,66;3,74;31,7
2026-04-24;08:00;EST-01;26,65;47,56;31,26;43,34;56,08;0,579;5,43;1,34;
2026-04-24;09:00;EST-01;18,54;29,7;23,47;35,86;39,83;0,584;;3,86;257,9
2026-04-24;10:00;EST-01;23,99;44,5;32,1;46,12;59,25;0,89;4,06;2,47;190,2
2026-04-24;11:00;EST-01;23,27;37,67;32,24;36,75;60,67;0,936;3,56;2,06;322,2
2026-04-24;12:00;EST-01;16,99;32,53;30,28;52,15;57,13;1,139;7,83;2,08;124
2026-04-24;13:00;EST-01;26,02;;35,01;55,8;60,71;1,039;2,72;2,65;18,8
2026-04-24;14:00;EST-01;28,84;53,97;30,12;36,3;61,38;1,505;4,61;3,22;161,5
2026-04-24;15:00;EST-01;25,86;44,43;;55,36;89,05;1,044;1,96;1,18;173
2026-04-24;16:00;EST-01;29,63;46,6;33,84;40,85;85,34;;3,48;3,41;145,8
2026-04-24;17:00;EST-01;23,89;38,29;36,05;63,64;87,66;1,203;3,6;1,44;110,1
2026-04-24;18:00;EST-01;;30,96;;39,04;84,26;1,222;4,96;4,56;22,4
2026-04-24;19:00;EST-01;23,36;31,76;27,65;38,81;81,12;0,823;3,35;3,12;234,3
2026-04-24;20:00;EST-01;19,67;34,29;24,09;10,77;87,09;0,962;0,64;2,67;
2026-04-24;21:00;EST-01;17,92;;15,89;35,27;88,82;0,703;6,71;3,49;64
2026-04-24;22:00;EST-01;17,41;30,83;16,88;6,69;87;0,378;7,23;2,77;199,7
2026-04-24;23:00;EST-01;16,38;14,87;12,43;25,53;97,53;0,626;;1,85;356,9
2026-04-25;00:00;EST-01;26,77;41,71;26,92;48,83;69,56;0,354;2,66;2,38;227,6
2026-04-25;01:00;EST-01;30,12;;16,49;28,01;;0,43;1,91;2,66;14,4
2026-04-25;02:00;EST-01;19,31;34,32;22,06;38,38;70,43;0,224;2,8;2,17;52,7
2026-04-25;03:00;EST-01;16,22;20,34;9,4;0;63,41;0,193;2;1,91;128,8
2026-04-25;04:00;EST-01;;36,53;13,59;15,53;63,22;0,346;;4,29;209,7
2026-04-25;05:00;EST-01;21,58;40,08;8,04;22,09;58,21;0,669;4,77;2,57;236,8
2026-04-25;06:00;EST-01;21,47;32,48;24,34;21,38;49,43;0,907;2,75;2,14;27,8
2026-04-25;07:00;EST-01;22,31;31,28;;36,87;;0,815;5,64;4,08;52,3
2026-04-25;08:00;EST-01;34,97;62,27;26,62;30,27;49,42;1,014;7,42;4,72;78,9
2026-04-25;09:00;EST-01;18,01;31,74;21,38;18,03;52,12;0,982;;3,25;334,9
2026-04-25;10:00;EST-01;20,06;31,47;22,46;15,42;57,12;0,887;5,74;4,16;247,6
2026-04-25;11:00;EST-01;27,19;39,54;22,84;32,96;53,03;1,017;7,95;0,21;58,8
2026-04-25;12:00;EST-01;21,48;39,83;35,15;;54,33;1,032;;5,16;11,3
2026-04-25;13:00;EST-01;22,27;37,67;46,8;66,33;73,59;1,075;3,92;3,43;232,6
2026-04-25;14:00;EST-01;22,93;31,84;39,94;65,45;79,07;1,471;4,27;2,03;263,4
2026-04-25;15:00;EST-01;28,72;40,05;29,49;45,22;74,11;1,182;6,15;3,64;266
2026-04-25;16:00;EST-01;17,74;29,9;37,13;39,77;76,07;1,02;4,04;4,94;269,1
2026-04-25;17:00;EST-01;21,57;37,67;34,87;51,91;86,54;1,128;7,38;4,15;39,9
2026-04-25;18:00;EST-01;27,18;48,85;;53,26;88,45;1,03;4,24;0;227,7
2026-04-25;19:00;EST-01;20,36;25,46;34,76;52,7;89,14;0,819;4,59;3,99;359,6
2026-04-25;20:00;EST-01;21,2;33,89;29,34;25,59;89,65;0,736;3,73;1,75;148,4
2026-04-25;21:00;EST-01;28,66;43,91;23,87;49,38;86,02;0,969;4,01;5,17;110,3
2026-04-25;22:00;EST-01;21,23;33,57;16,88;24,24;92,7;0,598;3,37;2,12;282,9
2026-04-25;23:00;EST-01;24,07;;14,59;23,46;93,31;0,689;1,5;2,1;69,4
2026-04-26;00:00;EST-01;17,47;37,57;9,23;0;75,03;0,497;5,24;3,16;71,3
2026-04-26;01:00;EST-01;20,48;39,82;6,53;18,64;73,3;0,523;1,35;2,51;107,2
2026-04-26;02:00;EST-01;22,62;;15,15;12,53;73,03;0,517;6,57;1,7;104,4
2026-04-26;03:00;EST-01;23,58;27,87;18,4;33,43;63,27;0,232;5,89;0,7;238,4
2026-04-26;04:00;EST-01;18,38;;13,21;13,01;60,59;0,605;8,57;0,24;62,9
2026-04-26;05:00;EST-01;14,83;29,83;13,24;13,13;52,32;0,506;4,65;3,23;180,4
2026-04-26;06:00;EST-01;14,68;;19,74;36,92;48,43;0,36;3,93;4,44;138,4
2026-04-26;07:00;EST-01;20,17;27,04;31,2;35,44;46,33;0,782;0,29;;153,6
2026-04-26;08:00;EST-01;25,6;44,3;24,19;25,37;49,16;0,654;4,97;3,71;171
2026-04-26;09:00;EST-01;24,52;44,78;26,1;32,72;;0,846;4,54;0,91;154,5
2026-04-26;10:00;EST-01;26,54;47,79;25,07;40,47;49,48;1,002;6,83;3,71;300,8
2026-04-26;11:00;EST-01;32,46;47,72;27,14;32,22;54,33;0,73;3,59;1,68;264,5
2026-04-26;12:00;EST-01;26,87;39,39;36,61;57,04;55,39;1,072;0;0,86;240,7
2026-04-26;13:00;EST-01;26,16;36,18;32,09;35,13;65,85;1,25;4,8;2,52;224,2
2026-04-26;14:00;EST-01;31,22;40,7;31,9;;;1,211;6,85;3,72;129,7
2026-04-26;15:00;EST-01;28,58;49,57;30,63;49,67;74,21;0,975;4,91;2,83;190,2
2026-04-26;16:00;EST-01;25,31;36,19;36,71;51,05;81;1,2;1,69;;312,8
2026-04-26;17:00;EST-01;27,09;36,07;32,73;48,8;87,76;0,902;3,87;5,01;312,3
2026-04-26;18:00;EST-01;27,95;46,74;24,97;40,71;86,37;1,084;2,73;2,24;321,1
2026-04-26;19:00;EST-01;24,02;41,39;24,69;23,82;99,07;1,277;4,89;0,51;19,3
2026-04-26;20:00;EST-01;24,04;46,51;18,94;25,52;91,18;;3,31;0,15;20,7
2026-04-26;21:00;EST-01;25,46;40,25;24,44;30,42;84,24;0,85;4,77;3,24;358,8
2026-04-26;22:00;EST-01;15,78;21,94;20,79;24,59;92,02;0,572;2,01;2,6;
2026-04-26;23:00;EST-01;22,91;39,02;20,23;30,89;83,01;0,41;4,58;2;342,8
2026-04-27;00:00;EST-01;23,9;42,04;18,23;24,82;72,43;0,421;4,2;2,84;244,8
2026-04-27;01:00;EST-01;21,82;30,76;;28,3;79,8;0,355;3,79;2,35;271
2026-04-27;02:00;EST-01;19,89;47,04;15,95;27,63;59,88;0,327;6,46;3,1;268,1
2026-04-27;03:00;EST-01;22,04;24,6;18,71;41,54;52,85;0,642;0;3,91;315,3
2026-04-27;04:00;EST-01;9,14;17,29;22,09;33,84;63,51;0,392;0,28;3,54;358,4
2026-04-27;05:00;EST-01;23,69;25,98;10,35;;46,3;0,524;4,79;;
2026-04-27;06:00;EST-01;22,4;32,56;19,14;11,19;50,69;0,601;4,34;3,07;237,5
2026-04-27;07:00;EST-01;19,91;33,57;27,42;37,63;52,59;0,669;2,71;3,28;298,9
2026-04-27;08:00;EST-01;23,54;37,84;23,48;30,25;46,95;0,553;;2,85;108,1
2026-04-27;09:00;EST-01;20,91;44,83;25,69;28,96;44,72;0,643;7,07;4,56;57
2026-04-27;10:00;EST-01;20,42;43,53;28,24;37,39;61,3;1,099;8,4;2,87;197,8
2026-04-27;11:00;EST-01;22,38;24,73;30,68;52,11;59,45;1,086;2,01;2,84;204,3
2026-04-27;12:00;EST-01;27,19;44,5;;48,48;41,21;1,204;9,14;0,24;8,5
2026-04-27;13:00;EST-01;25,83;38,56;39,84;59,56;65,74;1,306;;7,27;11
2026-04-27;14:00;EST-01;26,78;32,59;32,28;54,37;61,99;0,876;4,06;4,56;229,4
2026-04-27;15:00;EST-01;24,52;28,08;36,92;56,98;64,49;1,357;;4,2;101,2
2026-04-27;16:00;EST-01;28,08;48,05;38;38,65;70,99;1,036;3,74;3,08;303,4
2026-04-27;17:00;EST-01;29,3;53,77;27,71;;79,06;1,055;4,64;0;302,7
2026-04-27;18:00;EST-01;26,27;38,45;39,64;52,71;88,12;0,927;7,3;2,34;228,8
2026-04-27;19:00;EST-01;27,85;48,07;27,32;47,13;104,55;0,951;4,23;2,76;214,1
2026-04-27;20:00;EST-01;19,6;29,7;17,31;14,77;86,89;0,792;7,54;3,3;202,1
2026-04-27;21:00;EST-01;18,05;37,13;28,04;39,49;86,66;0,865;;3,09;89,8
2026-04-27;22:00;EST-01;19;31,64;16,12;25,85;84,5;0,391;5,4;4,18;53,2
2026-04-27;23:00;EST-01;17,66;22,49;17,18;19,55;78,08;0,801;4,93;3,36;164,1
2026-04-28;00:00;EST-01;21,62;32,11;17,7;22,63;;0,505;3,23;0,51;5,2
2026-04-28;01:00;EST-01;17,32;16,37;17,88;32,75;90,35;0,355;2,92;0,84;287,7
2026-04-28;02:00;EST-01;18,81;25,23;14,13;3,95;75,56;0,284;3,93;0,36;
2026-04-28;03:00;EST-01;17,02;27,16;17,74;36,35;69,22;0,558;6,89;3,35;136,1
2026-04-28;04:00;EST-01;;42,55;19,58;15,78;54,95;0,412;5,56;2,47;209
2026-04-28;05:00;EST-01;24,43;46,29;23,96;25,24;58,75;0,426;0,7;2,07;307,5
2026-04-28;06:00;EST-01;21,84;47,06;20,89;48,82;53,74;0,603;1,44;4,17;56,3
2026-04-28;07:00;EST-01;18,38;37,09;28,2;48,54;48,51;0,689;3,88;3,67;313,6
2026-04-28;08:00;EST-01;23,47;49,41;29,49;39,4;54,97;1,056;8;4,28;315,6
2026-04-28;09:00;EST-01;22,17;38,93;;53,81;;0,911;3,34;2,26;141,4
2026-04-28;10:00;EST-01;30,87;47,96;30,26;35,45;56,98;1,205;7,25;2,81;13,8
2026-04-28;11:00;EST-01;24,21;41,91;33,64;47,56;56,68;1,151;3,41;2,14;119,7
2026-04-28;12:00;EST-01;36,31;50,86;27,36;30,65;59,38;1,281;5,18;;65,9
2026-04-28;13:00;EST-01;23,1;35,49;34,56;35,71;57,86;1,018;5,53;2,87;206,2
2026-04-28;14:00;EST-01;18,64;20,92;38,32;31,41;77,35;0,927;5,69;1,17;41,9
2026-04-28;15:00;EST-01;38,7;48,28;38,14;38,93;77,74;1,155;4,26;1,13;71,2
2026-04-28;16:00;EST-01;19,67;38,92;31,61;33,04;89,57;1,136;7,82;4,33;30,5
2026-04-28;17:00;EST-01;24,49;39,91;39,7;59,08;85,2;1,053;3,9;4,46;0,2
2026-04-28;18:00;EST-01;22,42;32,48;27,23;;82,82;1,225;3,59;3,56;42
2026-04-28;19:00;EST-01;25,31;39,53;25,18;36,7;86,34;0,585;5,84;2,86;65,9
2026-04-28;20:00;EST-01;;20,2;26,12;49,47;91,22;0,593;4,45;2,42;
2026-04-28;21:00;EST-01;23,39;19,51;25,14;27,17;80,79;0,668;4,82;0,04;162,5
2026-04-28;22:00;EST-01;23,05;37,17;15,66;14,09;93,48;0,373;6,13;2,25;234,9
2026-04-28;23:00;EST-01;12,34;18,86;21;18,7;87,13;0,531;2,71;3,78;356,6
2026-04-29;00:00;EST-01;19,92;41,59;23,54;36,07;78,19;0,358;3,39;;71,4
2026-04-29;01:00;EST-01;21,17;46,66;15,03;10,29;67,11;0,53;3,88;3,82;174,9
2026-04-29;02:00;EST-01;21,32;;11,34;12,66;62,82;0,698;3,81;3,47;53
2026-04-29;03:00;EST-01;13,93;20,88;20,85;25,02;59,6;0,437;5;4,96;55,9
2026-04-29;04:00;EST-01;21,11;38,09;10,57;7,1;53,5;0,254;5,59;2,94;183,5
2026-04-29;05:00;EST-01;8,8;26,41;13,46;35,26;47,16;0,395;0;3,04;81,2
2026-04-29;06:00;EST-01;15,71;16,9;23,89;39,13;63,55;;4,44;0,57;13,4
2026-04-29;07:00;EST-01;18,89;33,01;27,5;46,42;45,62;0,846;3,91;2,01;73,7
2026-04-29;08:00;EST-01;;42,07;26,54;38,55;48,43;1,167;6,61;1,42;318,6
2026-04-29;09:00;EST-01;22,18;36,36;24,08;37,23;;0,706;1,74;1,78;10,1
2026-04-29;10:00;EST-01;31,99;57,2;34,72;46,5;50,96;0,782;5,56;3,24;270
2026-04-29;11:00;EST-01;26,47;41,08;31,36;45,27;;0,862;5,47;2,47;348,7
2026-04-29;12:00;EST-01;17,13;26,58;40,9;70,66;62,13;1,441;3,91;3,93;289,6
2026-04-29;13:00;EST-01;23,81;34,02;24,36;44,4;60,97;1,066;1,64;2,19;305,5
2026-04-29;14:00;EST-01;34,38;45,03;33,23;38,24;75,93;1,243;2,73;2,61;191,3
2026-04-29;15:00;EST-01;32,32;54,99;38,01;31,88;74,78;1,499;6,65;0;66,3
2026-04-29;16:00;EST-01;20,66;43,32;34,88;42,69;;0,755;1,83;2,55;153,9
2026-04-29;17:00;EST-01;17,06;25,01;37,12;40,36;85,52;1,093;7,43;2,15;229,7
2026-04-29;18:00;EST-01;27,42;35,91;28,9;36,81;86,49;1,127;5,11;;182,9
2026-04-29;19:00;EST-01;29;41,41;28,31;38,09;88,94;0,659;6,82;1,34;74
2026-04-29;20:00;EST-01;19,51;27,47;31,07;51,44;;0,914;3,42;2,49;104,9
2026-04-29;21:00;EST-01;24,58;35,17;29,84;39,25;89,44;0,81;4,05;2,05;46,2
2026-04-29;22:00;EST-01;23,58;33,74;19,37;27,2;92,51;0,585;7,62;2,27;285,6
2026-04-29;23:00;EST-01;18,49;21,68;12,75;13,6;90,96;0,512;3,03;4,34;
2026-04-30;00:00;EST-01;23,56;32,57;13,86;33,92;81,45;0,413;5,44;4,01;192,3
2026-04-30;01:00;EST-01;;35,98;9,54;13,45;68,49;0,266;2,87;3,22;281,8
2026-04-30;02:00;EST-01;15,41;24,96;9,27;16,4;76,79;0,388;3,59;3,06;39,3
2026-04-30;03:00;EST-01;20,28;51,07;14,73;19,67;69,29;0,66;5,95;0;327,9
2026-04-30;04:00;EST-01;28,82;49,85;10,57;17,05;52,32;0,639;2,09;2,61;106,3
2026-04-30;05:00;EST-01;16,99;36,09;18,45;21,35;48,99;;1,5;2,67;256,6
2026-04-30;06:00;EST-01;17,76;37,84;16,41;21,07;46,2;0,749;8,2;0;144,5
2026-04-30;07:00;EST-01;26,02;32,96;25,25;45,12;51,15;0,779;7,52;5,42;272,7
2026-04-30;08:00;EST-01;19,87;26,27;29,88;30,86;48,48;0,815;2,99;2,92;356,8
2026-04-30;09:00;EST-01;22,55;33,47;32,66;47,65;59,32;0,928;3,5;0;134,7
2026-04-30;10:00;EST-01;16,66;28,93;23,19;42,51;52,86;0,963;2,31;3,43;16,8
2026-04-30;11:00;EST-01;20,89;40,55;33,84;45,5;59,71;1,084;4,77;1,27;263,4
2026-04-30;12:00;EST-01;23,15;46,37;32,72;52,26;64,41;1,318;2,32;4,11;359,8
2026-04-30;13:00;EST-01;27,25;42,05;34,83;44,58;62,75;1,443;1,99;1,09;161,5
2026-04-30;14:00;EST-01;28,5;58,32;;46,86;66,04;1,221;0,45;3,53;186,5
2026-04-30;15:00;EST-01;25,63;38,67;30,19;48,08;68,15;1,263;8,15;4,73;302,4
2026-04-30;16:00;EST-01;23,32;39,84;33,31;35,44;82,31;1,145;7,83;2,12;127
2026-04-30;17:00;EST-01;19,76;25,45;35,68;58,62;78,4;1,086;;2,23;251,8
2026-04-30;18:00;EST-01;22,26;34,12;24,35;28,9;97,87;1,011;2;2,03;295,5
2026-04-30;19:00;EST-01;18,98;38,53;26,88;52,75;88,75;0,898;5,28;0;184,9
2026-04-30;20:00;EST-01;;43,8;29,82;32,68;97,45;0,761;2,19;2,8;6,3
2026-04-30;21:00;EST-01;27,12;45,43;;;95,88;0,814;6,84;3,41;3,6
2026-04-30;22:00;EST-01;24,96;;20,17;;97,05;0,599;3,09;4,69;88,2
2026-04-30;23:00;EST-01;20,43;;19,59;27,25;80,16;0,537;4,53;1,94;209,9
2026-04-01;00:00;EST-02;29,69;53,33;19,96;33,99;72,47;0,268;;2,72;43,9
2026-04-01;01:00;EST-02;29,97;52,21;21,59;31,53;61,15;0,153;2,25;2,43;36
2026-04-01;02:00;EST-02;21,82;33,43;18,92;21,2;59,95;0,659;5,32;1,66;187,5
2026-04-01;03:00;EST-02;24,02;33,83;16,5;31,18;;0,249;3,91;2,68;305,9
2026-04-01;04:00;EST-02;24,37;44,2;23,6;50,87;59,51;0,671;9,6;;183,6
2026-04-01;05:00;EST-02;29,07;43,15;23,47;27,67;50,25;0,419;2,63;3,12;319,6
2026-04-01;06:00;EST-02;18,29;20,53;19,26;19,91;47,17;0,633;6,13;;162,4
2026-04-01;07:00;EST-02;29,4;48,3;32,91;53,43;44,94;0,887;0;2,06;200,4
2026-04-01;08:00;EST-02;32,61;61,61;22,75;43,14;34,97;0,629;3,53;2,02;218,2
2026-04-01;09:00;EST-02;;54,69;37,86;49,53;42,44;0,899;7,38;;302,6
2026-04-01;10:00;EST-02;;41,52;33,71;46,18;40,73;1,01;5,26;2,15;12,4
2026-04-01;11:00;EST-02;30,17;48,22;28,37;43,41;45,15;1,272;5,18;4,26;351,7
2026-04-01;12:00;EST-02;29,98;40,51;35,13;59,2;60,92;0,974;3,08;;34,2
2026-04-01;13:00;EST-02;24,82;30,1;42,11;43,36;54,14;1,211;4,83;2,29;327,6
2026-04-01;14:00;EST-02;35,38;58,32;36,76;51,77;;1,458;5,57;4,32;327,6
2026-04-01;15:00;EST-02;29,77;46,21;38,94;46,45;74,77;1,319;3,39;3,46;209,9
2026-04-01;16:00;EST-02;34,34;46,88;37,93;52,64;75,74;1,052;0;0,88;137
2026-04-01;17:00;EST-02;31,08;59,84;39,98;56,63;75,95;1,248;2,82;2,29;304,7
2026-04-01;18:00;EST-02;35,68;59,44;31,46;43,13;82,38;0,962;2,93;1,52;56,9
2026-04-01;19:00;EST-02;27,6;41,44;25,91;36,89;80,23;0,855;4,4;3,62;152,8
2026-04-01;20:00;EST-02;30,21;46,89;27,17;29,68;78,44;0,803;2,43;2,64;68,4
2026-04-01;21:00;EST-02;20,32;37,43;;28,36;74,76;0,76;6,75;;5,4
2026-04-01;22:00;EST-02;30,29;37,6;34,83;68,32;63,08;0,585;;2,1;58,4
2026-04-01;23:00;EST-02;;44,79;18,37;24,35;;0,34;0,71;5,49;216,4
2026-04-02;00:00;EST-02;23,99;35,99;24,08;47,89;75,48;0,226;1,23;1,9;50,2
2026-04-02;01:00;EST-02;17,25;32,51;14,91;32,82;78,1;0,376;4,88;0,65;116,9
2026-04-02;02:00;EST-02;22,01;28,69;18,55;22,25;60,05;0,542;2,43;5,1;157,6
2026-04-02;03:00;EST-02;30,6;42,86;;24,55;54,76;0,534;7;4,29;234,8
2026-04-02;04:00;EST-02;25,27;35,74;16,38;;49,37;0,491;;2,43;224
2026-04-02;05:00;EST-02;29,66;43,94;;;33,95;0,684;3,57;5,25;341,1
2026-04-02;06:00;EST-02;29,67;46,87;23,34;21,72;48,25;0,701;7,57;4,01;355,4
2026-04-02;07:00;EST-02;22,95;28,51;34,78;42,46;51,56;0,775;4,66;;214
2026-04-02;08:00;EST-02;27,94;42,49;33,48;45,72;37,21;0,89;3,87;3,23;111,2
2026-04-02;09:00;EST-02;24,2;49,13;;63,52;40,35;0,858;6,76;1,97;202,8
2026-04-02;10:00;EST-02;37,49;;43,84;50,19;47,79;1,311;4,06;2,1;260,5
2026-04-02;11:00;EST-02;35,16;51,63;36,6;41,36;57,2;1,256;3,94;0,77;171,8
2026-04-02;12:00;EST-02;30;41,37;29,85;36,62;43,27;;5,49;1,94;34,5
2026-04-02;13:00;EST-02;28,97;46,74;49,26;66,18;59,13;0,952;7,04;1,78;202
2026-04-02;14:00;EST-02;31,51;54,08;43,36;57,08;68,55;1,086;5,56;1,91;275,9
2026-04-02;15:00;EST-02;30,02;48,33;34,29;49,98;67,44;1,105;3,89;2,7;326,5
2026-04-02;16:00;EST-02;30,95;43,49;50,39;79,02;;1,322;0,04;0;324,6
2026-04-02;17:00;EST-02;25,31;39,08;38,1;60,7;69,31;1,143;4,03;3,02;26,5
2026-04-02;18:00;EST-02;35,53;;43,87;55,1;83,78;0,991;3,34;3,45;199,2
2026-04-02;19:00;EST-02;18,39;11,04;38,95;64,37;92,64;0,901;1,41;1,87;0,3
2026-04-02;20:00;EST-02;23,97;;;61,5;81,93;0,606;7,09;2,61;333,6
2026-04-02;21:00;EST-02;28,89;42,71;28,15;27,86;87,84;0,681;6,32;2,2;105
2026-04-02;22:00;EST-02;;38,4;20,62;24,98;79,33;0,618;0,59;2,15;210,2
2026-04-02;23:00;EST-02;23,66;36,5;23,74;32,23;69,96;0,512;5,99;0,92;341,1
2026-04-03;00:00;EST-02;19,01;36,06;20,88;22,43;72,55;0,273;1,93;0,31;357,6
2026-04-03;01:00;EST-02;29,57;42,91;22,67;25,05;71,73;0,26;4,08;2,58;268,4
2026-04-03;02:00;EST-02;26,52;38,88;23,43;49,9;52,22;0,274;3,53;1,87;
2026-04-03;03:00;EST-02;18,92;38,69;13,23;16,92;63,1;0,409;;0,48;97,4
2026-04-03;04:00;EST-02;21,51;35,64;14,33;26,57;52,69;0,482;6,88;1,84;191,3
2026-04-03;05:00;EST-02;22,98;35,61;22,47;24,82;35,72;0,433;;2,7;344
2026-04-03;06:00;EST-02;33,82;58,67;31,91;50,81;54,94;;5,9;3,56;239,6
2026-04-03;07:00;EST-02;26,8;40,85;30,52;36,96;41,53;0,343;7,45;2,17;151,9
2026-04-03;08:00;EST-02;33,83;;37,22;42,18;56,38;0,963;4,42;4,64;216,3
2026-04-03;09:00;EST-02;27,88;53,27;23,25;37,04;45,87;1,199;0,83;4,91;69,5
2026-04-03;10:00;EST-02;28,21;37,81;29,56;44,61;38,01;1,111;2,67;0,68;
2026-04-03;11:00;EST-02;32,18;49,82;37,24;57,71;54,35;1,036;1,91;2,61;41,6
2026-04-03;12:00;EST-02;25,62;35,65;;47,43;47,43;1,252;0,79;0,13;145
2026-04-03;13:00;EST-02;31,16;41,13;36,63;48,07;54,46;1,209;2,68;4,72;286,6
2026-04-03;14:00;EST-02;28,77;46,6;40,62;66,59;58,4;1,315;4,08;4,74;218,3
2026-04-03;15:00;EST-02;32,65;50,67;42,19;57,63;77,26;1,198;3,19;1,81;216,5
2026-04-03;16:00;EST-02;33,69;48,98;44,15;51,47;72,76;1,319;0;5,53;188,6
2026-04-03;17:00;EST-02;31,39;53,66;40,7;59,17;82,13;1,161;7,52;3,28;79,9
2026-04-03;18:00;EST-02;33,6;42,93;48,06;62,68;88,29;1,004;6,12;1,47;204,9
2026-04-03;19:00;EST-02;28,02;54,31;;56,18;68,33;0,891;4,82;2,84;216,3
2026-04-03;20:00;EST-02;26,54;42,75;35,91;32,04;85,54;0,75;2,18;3;256,2
2026-04-03;21:00;EST-02;31,12;48,98;31,79;51,45;80,79;0,593;2,73;3,76;226,4
2026-04-03;22:00;EST-02;;24,8;29,16;36,45;81,3;0,786;;2,43;141,3
2026-04-03;23:00;EST-02;26,69;50,14;16,28;27,35;82,33;0,489;3,73;3,13;328,9
2026-04-04;00:00;EST-02;26,87;46,35;16,43;30,92;79;0,482;1,01;2,33;232,6
2026-04-04;01:00;EST-02;19,56;29,13;13,29;23,47;68,17;0,167;4,7;2,42;171,8
2026-04-04;02:00;EST-02;22,43;31,09;16,15;18,3;62,11;0,422;3,62;1,87;144,9
2026-04-04;03:00;EST-02;34,17;50,04;17,55;50,92;59,35;0,207;5,69;1,13;13,3
2026-04-04;04:00;EST-02;23,69;35,27;29,39;45,67;;0,519;3,11;3,42;76,2
2026-04-04;05:00;EST-02;25,71;51,95;27,18;39,75;49,37;0,538;1,5;2,36;324,7
2026-04-04;06:00;EST-02;24,34;40,96;25,11;41,34;48,66;0,625;1,27;5,19;95,2
2026-04-04;07:00;EST-02;26,64;40,57;24,97;47,31;51;0,763;3,78;3,43;50,9
2026-04-04;08:00;EST-02;27,24;45,61;27,79;40,93;43,23;0,89;2,76;3,57;61
2026-04-04;09:00;EST-02;26,75;39,62;27,23;46,24;;0,799;6,51;1,64;52,5
2026-04-04;10:00;EST-02;25,95;46,52;39,23;60,84;;1,011;2,95;1,28;42,9
2026-04-04;11:00;EST-02;33,89;50,06;37,27;49,78;41,09;1,109;3,17;1,07;
2026-04-04;12:00;EST-02;25,21;38,11;38,23;46,53;55,9;1,137;5,15;2,23;195,1
2026-04-04;13:00;EST-02;32,32;44,14;42,36;51,8;;1,136;;0,82;214,2
2026-04-04;14:00;EST-02;33,52;60,66;48,33;68;73,03;1,157;6,2;1,09;101,8
2026-04-04;15:00;EST-02;22,5;29,27;41,99;48,29;69,74;1,322;3;1,05;233,2
2026-04-04;16:00;EST-02;27,6;43,55;39,17;52,39;;1,038;6,78;0,94;316,8
2026-04-04;17:00;EST-02;35,56;63,69;34,97;53,4;78,67;1,002;5,23;5,29;113,1
2026-04-04;18:00;EST-02;32,27;;;42,45;73,22;0,912;8,32;2,12;173,6
2026-04-04;19:00;EST-02;33,65;48,15;30,35;52,48;81,58;0,669;5,09;1,91;215,3
2026-04-04;20:00;EST-02;;47,23;38,88;47,62;;0,858;2,29;2,91;152,8
2026-04-04;21:00;EST-02;25,98;41,87;27,77;40,19;77,73;;3,76;2,43;57,9
2026-04-04;22:00;EST-02;;32,78;;27,65;74,18;0,844;4,04;2,77;8,7
2026-04-04;23:00;EST-02;25,11;32,88;22,08;23,42;74,48;;1,74;4,7;223,7
2026-04-05;00:00;EST-02;29,81;56,03;;30,96;65,78;0,626;4,13;6,24;242,1
2026-04-05;01:00;EST-02;32,03;50,3;27,02;51,4;61,04;0,341;;0,66;281
2026-04-05;02:00;EST-02;23,21;37,46;22,78;17,03;69,72;0,348;5,06;3,43;346,2
2026-04-05;03:00;EST-02;23,72;;20,63;30,48;50,62;0,436;3,28;0,49;198,3
2026-04-05;04:00;EST-02;22,28;33,21;19,03;36,52;51,75;0,465;3,12;3,19;79,6
2026-04-05;05:00;EST-02;27,76;48,54;25,96;25,3;42,6;0,486;2,55;0,9;43,3
2026-04-05;06:00;EST-02;20,61;31,44;24,65;28,17;45,15;0,535;6,18;2,26;342
2026-04-05;07:00;EST-02;27,78;36,03;26,96;27,86;42,03;0,585;4,76;0,49;93,1
2026-04-05;08:00;EST-02;18,24;32,61;34,54;42,24;42,11;0,828;7,09;0,28;158,2
2026-04-05;09:00;EST-02;40,25;62,77;23,13;27,73;26,07;0,94;5,62;1,13;145,6
2026-04-05;10:00;EST-02;33,69;43,41;28,39;37,92;40,17;0,956;1,47;2,82;23,5
2026-04-05;11:00;EST-02;33,03;54,04;38,1;41,78;50,81;1,033;3,67;4,07;105,8
2026-04-05;12:00;EST-02;36,87;67,66;42,42;51,55;38,88;1,308;4,22;1,38;
2026-04-05;13:00;EST-02;28,42;42,92;42,28;50,29;56,17;1,35;4,42;4,37;41,9
2026-04-05;14:00;EST-02;32,03;37,23;34,47;54,37;52,7;1,151;4,68;;
2026-04-05;15:00;EST-02;29,29;46,55;41,41;56,75;73,47;1,066;4,24;3,17;14,6
2026-04-05;16:00;EST-02;34,82;56,61;42,6;61,2;74,26;1,052;2,74;4,34;235,5
